Hugo_Symbol	Entrez_Gene_Id	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01
GRPEL2	134266	-1.4548	-0.2892	2.7971	0.1172	-0.7025	1.3653	-1.3533	-0.4928	-2.385	0.0705
GRPR	2925	-1.0279	-0.8192	-0.6079	0.608	0.8745	-0.2232	-0.8964	-0.0825	-0.1303	-0.5326
GRRP1	79927	0.3149	0.147	-2.0539	-0.7599	1.1503	0.2254	-0.7344	0.3915	-0.6605	-1.068
GRSF1	2926	0.0485	0.3608	-0.103	-0.0288	-0.481	0.2955	-1.0365	-0.307	-0.1471	-0.9623
GRTP1	79774	0.7667	0.4496	-0.4105	0.8541	0.0353	0.7948	0.6191	0.9603	1.0905	0.6729
GRWD1	83743	-0.3044	-2.3727	1.6245	0.3213	-0.0237	-0.0171	-0.019	0.9896	1.536	-1.0625
GRXCR1	389207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRXCR2	643226	-3.3647	-3.3647	-3.3647	-3.3647	-3.3647	-3.3647	-3.3647	-3.3647	-3.3647	-0.6741
GSC	145258	-0.3577	-0.5103	-0.6433	0.4005	0.6501	0.4357	-0.1109	0.6411	-0.4221	0.1188
GSC2	2928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSDMA	284110	0.0895	0.6098	-1.8972	0.1923	-1.9399	0.4033	1.2513	0.4072	1.05	1.3457
GSDMB	55876	0.9621	1.0463	-1.2152	1.1182	-1.0517	0.0641	0.3465	0.2254	1.0106	0.38
GSDMC	56169	-0.9962	0.3434	1.5032	-0.2755	-0.1722	0.0548	0.7205	0.2025	0.2373	2.1198
GSDMD	79792	0.7201	0.7535	-1.6786	-0.8338	0.5962	-0.0933	-0.0723	0.094	2.1785	1.7896
GSG1	83445	-1.3285	0.8528	-1.3285	-1.3285	0.2913	-1.3285	-1.3285	-0.8074	0.4503	-1.0274
GSG1L	146395	-0.6224	-1.1086	-0.4842	-0.0663	0.0629	-1.6268	0.838	-0.8364	-1.0935	-0.5404
GSG2	83903	0.1897	0.4077	0.6493	-0.1879	-0.2253	0.6719	-1.1128	0.5846	-0.5277	1.3092
GSK3A	2931	0.3814	-1.0807	2.5704	0.3989	0.1925	-0.2354	0.144	0.8579	2.2511	-1.3389
GSK3B	2932	-0.0816	-0.6985	1.0912	-0.4544	-0.1245	0.0693	0.4261	0.1852	0.6347	-0.4972
GSN	2934	1.8817	1.2847	-0.1999	-0.7707	0.4487	-0.5364	-0.5153	-0.724	0.7188	-0.3778
GSPT1	2935	-0.6238	-0.618	-0.712	0.3789	0.1775	-0.3678	-0.5797	0.3966	-0.3804	-0.3958
GSPT2	23708	0.1792	0.3037	-0.4834	0.5244	0.0306	0.1059	-0.3251	-0.137	1.0085	-0.4191
GSR	2936	0.4594	0.214	-2.9812	-0.5885	-0.0157	0.0339	-0.8035	0.695	0.9305	0.6765
GSS	2937	0.1946	0.6177	1.5637	-0.5167	-0.0264	-0.6657	-0.3447	0.0738	0.7887	0.7512
GSTA1	2938	0.1848	1.0229	-0.0972	-1.4312	0.5669	-0.9584	-0.4828	1.0233	0.7272	-1.2207
GSTA2	2939	0.0123	0.6173	-1.0897	-1.9151	1.5738	-0.9925	-0.9393	0.7886	0.8145	-1.7454
GSTA3	2940	-0.9772	-0.9772	-0.9772	-0.9772	0.592	-0.9772	-0.9772	-0.9772	-0.9772	-0.9772
GSTA4	2941	-0.6405	0.3879	-0.5361	-0.3855	0.4831	-0.5044	-0.8008	0.0381	-0.535	-2.1225
GSTA5	221357	-6.2667	-6.2667	-6.2667	-6.2667	-6.2667	-6.2667	-6.2667	-6.2667	-6.2667	-6.2667
GSTCD	79807	-0.1486	-0.4204	-0.2932	0.6909	-0.2302	0.2718	-1.3831	0.7213	0.6192	-0.835
GSTK1	373156	0.8344	0.345	0.4527	-0.0903	-0.8573	0.6117	0.3098	0.0598	1.149	0.012
GSTM1	2944	-0.8594	-0.9731	1.1038	-1.5981	-1.3074	1.2031	-1.2774	-0.8626	-1.348	-1.2402
GSTM2	2946	-0.6163	-0.0744	0.8802	-0.7435	-0.5077	1.3358	-0.6766	-0.5199	-1.0997	-0.954
GSTM2P1	442245	1.44	0.9783	-0.5559	-2.2545	-0.657	1.1662	-1.2011	0.2453	-0.4216	-1.5757
GSTM3	2947	0.5396	1.1048	-0.6573	1.1377	-0.8747	-0.7917	-1.6815	-0.2784	-0.7158	-2.0761
GSTM4	2948	1.6556	0.4901	0.2603	0.2821	0.1874	0.8908	0.2902	1.0268	-0.637	-1.6856
GSTM5	2949	0.269	0.2258	0.2517	-1.2409	0.239	0.9835	0.3279	-0.3758	-0.7896	-0.3928
GSTO1	9446	0.108	0.3982	0.2718	0.0959	0.013	-1.4275	-0.2485	-0.5175	1.5477	0.4609
GSTO2	119391	0.8992	0.7062	0.166	-0.2273	-0.1379	-0.6891	0.2228	-0.6431	0.8591	0.0407
GSTP1	2950	0.6385	0.5543	1.0235	0.3431	0.2854	0.4003	0.1911	1.2064	-0.1621	0.3759
GSTT1	2952	0.8766	0.5628	0.1117	0.1306	0.6473	0.6769	0.3642	-2.7413	0.3837	-0.6602
GSTT2	2953	0.2197	0.3402	0.2814	0.3217	0.6212	0.4262	0.4559	0.596	-0.3514	0.1868
GSTTP1	25774	-3.616	-3.616	-3.616	1.439	-3.616	-3.616	-3.616	-1.3022	-3.616	-3.616
GSTTP2	653399	-2.9865	-2.9865	-2.9865	-2.9865	-2.9865	-2.9865	-2.9865	-2.9865	-2.9865	-2.9865
GSTZ1	2954	1.3421	-0.615	-0.8675	0.4527	0.8323	-1.1396	-1.7635	-0.0996	-0.1629	0.0058
GSX1	219409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSX2	170825	-1.9719	-0.7211	-0.3324	-1.9719	-1.9719	-0.2404	-1.9719	-1.9719	-1.9719	1.2207
GTDC1	79712	-0.756	0.3088	0.8965	-0.0922	0.099	0.4319	0.2072	0.421	-0.5799	-0.7344
GTF2A1	2957	0.2556	-0.0801	0.0064	0.2521	-0.1172	-0.2546	0.0137	0.6429	0.3695	-0.3516
GTF2A1L	11036	-0.19	-2.5227	0.0306	0.6668	0.4447	1.2316	0.8135	-2.5227	-2.5227	0.4146
GTF2A2	2958	-0.8253	-0.6092	-0.1895	0.8424	-0.2702	-0.0379	-1.2831	-0.5685	-1.1999	0.1687
GTF2B	2959	0.7309	0.3779	2.4254	-0.5231	-0.8451	0.727	-0.2891	0.0453	-0.1488	-1.5151
GTF2E1	2960	-0.186	-1.2219	-0.6867	0.4201	-0.2225	0.2502	-0.4146	0.4947	-0.3532	0.6312
GTF2E2	2961	1.0507	-0.0512	-1.3249	-0.294	0.6222	-0.1071	-1.7257	0.1085	0.7061	1.4404
GTF2F1	2962	1.0323	-0.2447	-0.062	0.0664	0.1641	0.0362	0.1282	-0.7968	0.6092	1.0916
GTF2F2	2963	0.4263	0.0245	2.558	2.1106	0.9296	0.1564	0.1365	0.6891	0.4166	0.8566
GTF2H1	2965	0.7711	-0.6836	-1.0908	0.7517	-0.0684	1.4927	-1.0049	0.4034	0.4062	1.6421
GTF2H2	2966	-0.2108	0.6175	0.6278	0.1702	-0.4118	0.44	-0.1534	0.8671	-0.8075	-0.4484
GTF2H2B	653238	0.05	-0.4888	-1.7382	1.4422	-1.2257	-0.986	-0.849	-1.0574	0.5326	0.5011
GTF2H2C	728340	-0.4515	0.8733	-0.223	-0.2999	0.3971	1.2836	1.018	0.1813	0.3291	0.6486
GTF2H3	2967	-0.0306	-0.8625	-0.1267	0.1425	-0.5296	-0.1457	-0.1172	0.4572	-1.1258	-0.3919
GTF2H4	2968	-1.1082	-0.6939	-0.3696	0.5329	0.0986	0.0951	0.418	0.6214	1.0569	-0.3898
GTF2H5	404672	-0.8071	0.0236	0.0004	0.4271	0.0104	-1.4713	-0.7105	0.145	-1.0953	-0.3176
GTF2I	2969	0.2144	0.7876	0.2412	-0.0687	-0.4809	0.2085	0.1566	0.5616	-0.1225	-0.163
GTF2IP1	2970	0.1005	0.6571	-0.4716	-1.0151	1.1247	-1.1685	-0.0402	0.4465	0.7678	-1.0208
GTF2IRD1	9569	0.5441	0.6943	0.9049	0.0155	0.7609	0.2956	0.8149	-0.6074	0.5277	0.6859
GTF2IRD2	84163	-0.5747	-0.1757	-0.8785	-0.5359	-0.0249	0.5804	0.7586	0.4037	0.1453	1.0125
GTF2IRD2B	389524	0.8626	-0.8523	-1.2055	-0.9266	0.0989	0.7083	-0.2471	-0.2594	-0.824	-0.2062
GTF2IRD2P1	401375	-0.3537	-0.1668	-1.8017	-0.009	0.386	0.7612	0.7522	0.8045	-0.328	0.3948
GTF3A	2971	0.0881	-0.7441	1.7855	-0.1717	0.4718	0.1151	-0.5395	0.9851	0.7069	0.5235
GTF3C1	2975	-0.3852	-0.7844	-0.8596	0.0963	0.3125	-0.0758	0.6006	0.6191	-0.1104	1.5402
GTF3C2	2976	-0.1987	-2.8087	-0.9282	-0.3231	0.551	0.6111	0.6979	0.2507	0.268	2.0357
GTF3C3	9330	-0.6142	-0.7591	-0.9643	-0.2371	-0.2622	-0.8631	0.7423	0.2137	0.7054	1.4779
GTF3C4	9329	-0.1869	0.0616	-1.1477	0.0336	-0.471	-0.0255	-0.4461	0.145	0.3377	0.522
GTF3C5	9328	0.6319	-0.2509	-0.1073	-0.4412	0.4054	-0.3082	-0.6322	-1.0718	-0.0513	2.4558
GTF3C6	112495	-0.5686	0.1592	0.7886	0.3971	-0.0316	-1.4068	-1.174	1.1224	-0.9014	-2.6348
GTPBP10	85865	-1.2946	-0.2209	1.1821	-0.9176	-0.7041	0.3258	-0.6586	0.2571	-0.4062	-0.1292
GTPBP1	9567	0.6334	1.5725	0.1803	-1.2736	-0.6868	-0.3898	0.1675	-0.5397	-0.3521	-0.1497
GTPBP2	54676	-0.6349	2.1647	0.8991	0.7016	-0.6119	-0.9473	0.8447	0.7969	1.2506	-0.3531
GTPBP3	84705	0.3975	-0.0921	-0.2917	0.7067	-0.1817	0.1093	0.4032	0.7364	0.557	0.2906
GTPBP4	23560	-1.1848	-0.2094	0.5214	0.2312	0.7314	-0.7519	-0.6014	-0.1916	0.3585	-0.7678
GTPBP5	26164	0.0687	-2.3453	0.8655	-0.9794	-0.0437	0.2223	0.2569	0.4084	2.4498	0.371
GTPBP8	29083	-0.3873	0.5901	0.543	-0.428	0.0197	0.2002	-0.3696	-0.499	-0.3633	0.084
GTSE1	51512	0.4349	0.6813	1.04	-0.0522	-0.2555	0.1474	-0.3191	0.7487	-0.3182	0.6081
GTSF1	121355	0.3832	0.7183	-1.2173	-0.4879	-0.8901	-0.788	0.3946	0.4004	-0.3678	-0.8803
GTSF1L	149699	0.2063	-1.736	-1.736	-1.736	-1.736	0.0134	-0.0051	0.7197	-0.9572	0.9874
GUCA1A	2978	-0.128	-0.1552	-0.0841	0.9268	-0.0412	-1.3955	-0.3381	-0.9401	-0.7954	1.1681
GUCA1B	2979	0.0607	1.4737	0.5464	0.1633	0.3744	0.0777	-0.2815	-1.0949	-0.4165	-1.1091
GUCA1C	9626	-0.7564	-0.9335	-1.3054	-1.3054	1.1651	-1.3054	-1.3054	-0.8644	-0.7965	-1.3054
GUCA2A	2980	-0.6904	0.8187	-1.4138	-1.4138	0.399	0.305	-0.7691	-0.0827	0.2944	-1.4138
GUCA2B	2981	-0.4921	0.2017	-1.628	-1.628	-0.0966	1.9667	-1.628	0.0138	-0.2481	-1.628
GUCY1A2	2977	-0.2597	0.8958	-0.3055	0.3771	-0.271	-0.7813	-0.1238	1.1285	1.1382	-0.4883
GUCY1A3	2982	-0.2316	0.17	-0.0593	-0.7759	0.5027	0.7702	-0.5031	0.6565	-0.3043	-1.2814
GUCY1B2	2974	-0.0504	0.5382	0.3376	1.0641	-0.5764	1.4633	1.4083	0.768	-2.3045	1.2508
GUCY1B3	2983	0.1415	0.6567	-0.3234	-0.3758	0.6876	0.2209	-0.6573	0.5173	0.4022	-0.9724
GUCY2C	2984	-0.5542	-0.6648	-0.7444	-0.1131	-0.4688	-0.1135	-0.8894	1.2036	-0.1706	-0.6496
GUCY2D	3000	1.5419	-0.7464	1.4865	0.336	-0.0976	2.4117	0.5356	0.1181	0.56	1.3012
GUCY2E	390226	-2.2763	3.2076	-2.2763	-2.2763	-2.2763	-2.2763	-2.2763	-2.2763	-2.2763	-2.2763
GUCY2F	2986	-3.9989	-3.9989	0.4345	-3.9989	-3.9989	-3.9989	-3.9989	-3.9989	-3.9989	-3.9989
GUCY2GP	390003	-1.8978	-0.2415	-1.8978	-0.1005	-1.8978	1.5034	-0.5952	-0.4448	0.3687	-1.8978
GUF1	60558	-0.2776	-0.8225	-0.1569	0.2626	-1.2615	-0.4469	0.2175	0.1321	0.3003	0.2307
GUK1	2987	0.2482	0.6251	1.7248	-0.6613	-0.2748	-0.9884	0.9008	-0.2514	1.5344	0.7705
GULP1	51454	-0.7851	-0.3946	1.7912	0.9639	-0.0459	0.3139	0.8969	-0.8534	-0.162	-2.7015
GUSB	2990	-0.0081	1.6871	0.1578	0.209	-0.325	-0.9917	-0.0171	0.461	-0.1604	-0.1325
GUSBL1	387036	-0.2807	0.7345	-0.5334	0.7193	-2.0723	-0.0578	-0.0284	0.7465	-0.357	0.7957
GUSBL2	375513	0.3301	-0.9433	-1.4168	0.6203	-1.112	-1.4613	0.8895	0.4475	0.6094	-1.4596
GUSBP1	728411	-1.1846	-0.5647	-1.4447	-0.1324	-0.7719	0.1741	0.3425	0.8598	0.0718	-0.0208
GUSBP3	653188	0.8685	1.0758	-0.2268	-0.1411	-0.139	-0.4973	-0.3497	0.6195	0.1663	0.1688
GVIN1	387751	0.7788	0.0253	-1.1371	-0.4612	-0.1731	0.253	-0.7162	0.8753	-0.3754	0.3636
GXYLT1	283464	-0.6644	-0.4122	-0.6958	0.501	-0.642	0.3255	-1.2335	0.8694	-1.8207	-1.3081
GXYLT2	727936	-0.7706	-0.2332	0.5785	0.8267	-0.172	0.597	0.0067	0.2312	0.0465	0.0596
GYG1	2992	-0.6784	-0.3667	0.6741	-0.4899	0.1128	-0.1219	-1.0419	-0.1482	0.4434	-1.4688
GYG2	8908	-1.2694	-0.3023	-0.9605	0.3382	-0.0339	0.0237	0.7128	-0.0809	-0.541	1.8291
GYLTL1B	120071	0.1695	-0.3611	-1.2564	0.0153	0.9267	0.8559	1.0679	0.177	-0.3518	3.0197
GYPA	2993	-1.3988	-1.3988	-1.3988	-1.3988	-1.3988	-1.3988	-1.3988	-1.3988	-1.3988	-1.3988
GYPB	2994	-2.9588	-2.9588	-2.9588	-2.9588	-2.9588	-2.9588	-2.9588	-2.9588	-2.9588	-2.9588
GYPC	2995	-0.2596	0.3774	-1.2138	-0.6942	0.8854	-0.0258	0.0466	-0.1546	-0.2087	0.7639
GYPE	2996	-0.0981	-0.0115	-0.322	-0.2297	0.3866	-0.4721	-0.2514	0.4577	-1.2037	-1.1557
GYS1	2997	-0.0633	-1.0611	2.7688	0.7389	0.3443	0.5794	0.395	0.8206	1.0865	0.8082
GYS2	2998	-0.7894	-1.3452	-0.701	-1.3452	-0.3261	-0.2091	-0.2212	0.0812	-1.3452	-1.3452
GZF1	64412	-1.1251	-0.2353	2.4226	-0.2712	-0.7533	0.3159	-0.3783	-0.0876	-2.035	-0.252
GZMA	3001	0.5516	-0.4358	-2.0583	-0.3277	-0.0284	-0.215	-1.5715	0.2258	-0.5988	0.9803
GZMB	3002	0.9108	0.5581	-0.8979	-0.6166	0.4829	-0.684	-2.5909	0.8509	-1.1769	0.9996
GZMH	2999	0.4816	0.3426	-0.941	-0.3404	0.3643	0.2034	-1.5319	0.4798	-1.1112	0.1305
GZMK	3003	0.8797	-0.1204	-1.7103	0.198	0.3	0.6233	-0.9037	0.5727	-0.7652	0.1146
GZMM	3004	0.2806	0.1576	-1.5716	-0.337	0.1977	-0.459	-0.716	0.534	-1.1919	-0.1468
H19	283120	0.0795	0.7283	-0.3047	-0.2564	0.1989	-0.0652	0.047	-0.2334	0.0014	0.048
H1F0	3005	1.3141	1.3332	1.2852	0.2554	-0.1096	0.5519	0.996	-0.7335	-0.3525	1.4162
H1FNT	341567	-0.7345	-0.1902	-1.7477	-1.7477	-1.7477	-1.7477	0.3012	0.0993	-1.7477	0.1304
H1FOO	132243	-3.5106	-3.5106	2.4246	-3.5106	-3.5106	-3.5106	0.1701	-1.186	-3.5106	-3.5106
H1FX	8971	0.9258	0.492	0.0761	-0.2815	0.3852	-0.0632	0.2439	-0.2657	0.1421	2.3793
H2AFB1	474382	-0.5422	-0.1388	1.2414	-0.2696	-2.115	1.0138	0.0537	0.6569	-1.4844	4.1807
H2AFJ	55766	0.7774	-0.6685	-0.6923	-0.2553	0.4594	-0.4109	0.0281	-0.3729	-0.3085	2.6631
H2AFV	94239	-0.7606	-1.1239	0.6983	0.1483	-0.7471	-1.1814	-0.5507	0.1247	-1.4066	-0.8121
H2AFX	3014	0.4348	0.6262	0.2337	-0.15	0.4158	0.2517	-0.3567	0.5576	0.2883	1.8927
H2AFY2	55506	-0.2464	0.0957	-1.9058	0.804	0.5255	-0.7733	0.5573	-0.1608	-1.1755	0.0256
H2AFY	9555	0.506	0.8009	0.242	0.7687	-0.8199	-0.9854	0.3343	0.4576	0.2594	1.8339
H2AFZ	3015	-0.5398	-0.0453	0.855	-0.6644	-0.6736	-0.4161	-1.8576	-0.1409	0.0919	1.1245
H2BFM	286436	-0.5911	-1.3015	-1.3015	-1.3015	0.7467	-1.3015	-1.3015	-0.759	-1.3015	-1.3015
H2BFWT	158983	-1.5282	-1.5282	-1.5282	-1.5282	-0.3054	-1.5282	-1.5282	-1.019	-1.5282	-1.5282
H2BFXP	767811	0.087	0.7019	-0.2949	0.1347	-0.7379	0.9251	-0.3929	0.8159	-0.9671	0.1949
H3F3A	3020	-1.0414	0.2279	-0.2763	0.3214	-0.3326	-0.6843	0.6142	0.1765	-1.1152	-2.1523
H3F3B	3021	0.0706	-0.4706	0.3801	-0.4594	0.3212	-1.0742	-1.5211	-1.1806	0.4299	1.8003
H3F3C	440093	-0.2002	-0.4018	-0.4004	-1.6675	-0.001	-1.4262	-1.4892	-1.0996	0.2477	1.687
H6PD	9563	-0.8486	0.5362	0.0349	-0.9113	0.3126	0.3728	0.5344	0.8485	-0.0473	1.5873
HAAO	23498	-0.2325	0.146	-0.2938	-0.8623	1.2574	-0.185	-0.404	0.5419	-0.2478	0.5614
HABP2	3026	0.4241	1.4477	-1.8156	-1.6106	0.9358	-1.4698	0.9951	0.7887	0.7587	-2.2476
HABP4	22927	0.0526	0.2073	-0.0629	-0.3921	0.256	0.4489	0.0986	-0.8599	0.4254	0.4225
HACE1	57531	-0.7227	-0.0909	0.4874	-0.5511	-0.1007	-0.0656	-0.0016	0.3374	-0.4006	-1.0315
HACL1	26061	0.3857	-0.2961	0.7562	-1.1337	-0.1554	-0.0868	0.1129	-0.6472	0.7007	-1.9235
HADH	3033	-0.6087	0.7632	-0.9637	-1.1755	-0.1474	0.061	-0.3894	0.487	0.735	-0.6011
HADHA	3030	0.2436	-1.2089	-1.4982	-0.4078	0.7335	-0.3097	-0.6746	-0.7809	0.7843	0.6153
HADHB	3032	-0.4088	-1.2353	-1.428	0.237	0.6231	-0.0805	-0.582	-0.3728	-0.2986	0.6361
HAGH	3029	0.8087	-0.5467	0.5308	-0.3123	0.0686	-1.0015	0.1317	-0.482	0.8516	-0.2142
HAGHL	84264	-0.1221	-0.2464	0.9163	0.8243	-0.2491	-0.344	0.8919	0.1266	1.2097	0.6178
HAL	3034	-0.4777	-0.8652	-0.8707	-0.6828	-0.5807	0.3328	0.3628	0.592	-0.13	2.2756
HAMP	57817	-0.1692	0.6655	0.9915	0.3712	1.8186	-1.8579	-0.9887	0.9026	0.7036	-1.9482
HAND1	9421	-0.5725	-0.4012	-0.5218	-0.3595	-0.3068	-0.501	-0.5058	-0.8912	-0.8912	-0.8912
HAND2	9464	0.7882	0.3887	0.5273	0.0761	0.1035	0.9474	0.5767	-0.1939	-0.1398	-0.8029
HAO1	54363	-0.8471	-0.3467	0.6974	-1.1842	-1.1842	-0.7716	-0.7767	-0.0438	-0.2033	-1.1842
HAO2	51179	-0.7792	-2.2115	-2.2115	0.1778	-2.2115	-2.2115	-0.4798	-1.1178	-2.2115	-1.0955
HAP1	9001	-0.6912	0.3131	0.3989	-0.1856	0.002	-0.6923	-0.8183	0.7378	0.1871	-0.0406
HAPLN1	1404	-0.679	-0.6985	1.4578	0.7769	-1.0562	-1.1342	0.7038	0.4969	-1.5417	-0.2955
HAPLN2	60484	1.4512	-0.9364	-0.7935	-0.0115	-1.3962	0.2455	-0.0253	0.2364	-0.3022	-0.2225
HAPLN3	145864	-0.0895	0.9333	0.0368	0.3799	0.1911	-0.5201	0.0448	0.2957	-0.0359	0.1138
HAPLN4	404037	1.0027	0.8522	0.2819	-0.0135	-0.2024	-0.8214	-0.0239	0.9465	1.0398	-0.6451
HAR1A	768096	0.0695	-0.8044	-0.8696	0.5916	-1.1755	-0.027	0.2852	-0.4041	-0.5794	-0.06
HAR1B	768097	0.9515	-0.7671	-0.3102	1.7224	-1.7257	-0.0602	-0.2112	0.269	-0.9902	-1.0064
HARBI1	283254	1.3168	0.3409	-0.4807	-0.8754	-1.8251	-0.2476	0.3033	0.0851	1.2933	-0.1156
HARS2	23438	0.5001	-0.2254	0.4756	-0.072	0.3379	0.1249	0.2084	0.347	1.4797	0.4043
HARS	3035	0.2842	-0.7686	-0.3946	-0.8518	0.231	-0.3743	-0.0868	-1.0478	-0.4678	0.8757
HAS1	3036	-0.5141	-0.743	0.5199	-0.5355	-0.4091	1.0088	0.7625	-0.8369	-0.7241	-0.3095
HAS2	3037	-1.0825	-0.9402	0.8647	0.3832	0.4662	-0.7385	0.2312	-0.3148	1.0512	-0.9018
HAS2AS	594842	-1.9249	-0.8193	0.575	-0.214	-0.5694	-1.0813	0.0157	-1.8469	1.79	-0.1438
HAS3	3038	-0.5224	0.5373	-1.1779	-0.1116	-0.467	-1.8455	0.4511	0.1785	0.2106	-0.643
HAT1	8520	-0.9155	-0.1748	-0.6044	0.0055	0.0586	-0.3601	-0.1564	-0.3955	-1.3759	0.8799
HAUS1	115106	1.0718	-0.7209	-0.54	-0.4145	0.6312	-0.7643	-1.8425	-0.3161	-0.6758	0.5589
HAUS2	55142	-0.0913	-0.209	0.4926	0.6807	0.5531	0.4563	-0.9159	-0.7699	-1.7248	-0.7266
HAUS3	79441	-0.5356	-0.8648	0.1284	-0.2977	-0.4176	0.2812	-0.597	0.516	-1.1776	2.9515
HAUS4	54930	1.0523	-0.07	-1.0904	0.1271	0.0672	-0.6345	0.9357	-0.0496	1.0074	2.2329
HAUS5	23354	-0.2872	0.0025	2.4506	-0.3343	-0.6654	0.6359	0.655	0.5865	-0.5209	0.0338
HAUS6	54801	-0.9547	-0.3605	-0.137	-0.2856	1.1891	-0.3148	-1.6734	0.3154	-1.522	-0.771
HAUS7	55559	-0.1878	1.0721	1.8026	-0.5797	0.1077	-0.763	-0.361	0.3047	-0.4554	-0.5252
HAUS8	93323	0.8599	-0.383	-2.1779	0.4037	-0.2608	-1.0954	-0.3096	-0.0923	-0.442	-0.4697
HAVCR1	26762	1.3495	0.4168	-1.7457	-0.1856	-1.7457	1.2252	-1.1269	1.2713	0.1887	-1.7457
HAVCR2	84868	0.1796	0.3429	0.2233	-0.0641	0.4075	-0.48	0.1587	0.9131	0.3842	0.0517
HAX1	10456	-0.0313	-0.6751	1.4201	0.2772	-0.603	-0.7217	-0.0238	-0.3774	1.5697	1.5919
HBA1	3039	-1.3337	-1.4273	-1.4137	0.5208	-1.8005	-1.8005	0.2851	0.1764	-1.8005	-1.4362
HBA2	3040	0.1324	-1.0444	-1.3254	0.2923	-0.3661	-1.9251	-0.6442	-0.0617	-0.8907	-1.1336
HBB	3043	-0.1918	-1.3695	-1.2286	0.1388	-0.6994	-2.3284	-0.5822	-0.0027	-1.1489	-1.5455
HBBP1	3044	-3.4849	-3.4849	-3.4849	-3.4849	-3.4849	-3.4849	-3.4849	-3.4849	-3.4849	-3.4849
HBD	3045	-1.2109	-1.2109	-1.2109	-1.2109	-1.2109	-1.2109	-1.2109	-1.2109	-1.2109	-1.2109
HBE1	3046	-1.1851	-1.1851	-1.1851	-1.1851	-1.1851	-1.1851	-1.1851	-0.14	-0.4799	-1.1851
HBEGF	1839	1.169	0.795	0.3963	0.338	-0.6142	-0.2925	0.722	-0.506	0.4186	0.45
HBG1	3047	-1.3093	-1.3093	-1.3093	-1.3093	-1.3093	-1.3093	-1.3093	-0.9247	-1.3093	-1.3093
HBG2	3048	-0.6494	-1.2224	-1.2224	-1.2224	-1.2224	-1.2224	-1.2224	-1.2224	-0.701	-1.2224
HBII-52-24	100036563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HBII-52-27	100036564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HBII-52-28	100036565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HBII-52-45	100036566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNORD115-47	100036567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HBM	3042	-2.0973	-2.0973	-2.0973	-2.0973	-2.0973	-2.0973	-2.0973	-2.0973	-2.0973	-2.0973
HBP1	26959	-0.0834	-0.9167	0.5266	0.0847	0.0801	-1.49	0.2674	-0.0956	-0.073	1.6018
HBQ1	3049	-1.46	-1.46	-1.46	-1.46	-1.46	-1.46	-1.46	-0.8149	-1.46	-1.46
HBS1L	10767	-1.3606	-0.2793	0.1286	-0.3227	1.8445	-0.9275	-2.2186	0.4984	-1.0121	0.1931
HBXIP	10542	0.2063	0.1467	1.5478	-0.1713	-0.6038	-0.3828	-1.7087	-0.2135	-0.4787	-2.1233
HBZ	3050	-3.2621	-3.2621	-3.2621	-3.2621	-3.2621	0.2826	0.239	-3.2621	-3.2621	-3.2621
HCCS	3052	0.9217	-0.2153	-0.8416	0.131	-0.3458	-0.107	-0.5634	-0.3682	-0.1889	-1.2567
HCFC1	3054	-0.9029	-0.3811	0.1768	-0.8355	-0.0074	0.1667	0.4513	1.4492	0.2089	1.5479
HCFC1R1	54985	0.1244	0.5212	-0.0338	0.0229	0.0397	0.0236	0.9666	-0.5214	-0.275	1.7116
HCFC2	29915	-0.0874	-0.6342	-0.2766	-0.535	-0.3039	0.4385	-0.748	0.077	-1.0218	-2.0172
HCG11	493812	0.1371	-0.9496	0.3115	0.2176	0.3658	0.778	0.128	0.784	-1.1064	0.2266
HCG18	414777	-1.8745	-1.1659	-0.1911	1.2537	-0.7659	-0.4653	0.7104	0.6512	0.6185	-2.5135
HCG22	285834	-1.8088	-1.8088	2.1895	-0.6463	-1.8088	0.0459	-1.8088	-0.2604	-0.3428	-0.8517
HCG26	352961	0.302	1.2015	-0.4058	0.9746	-0.4294	1.0402	0.2125	0.5102	-0.25	0.8161
HCG27	253018	-0.0157	1.1053	-0.6238	-1.9058	0.1084	0.0853	0.3535	0.9072	1.4307	0.8705
HCG2P7	80867	-1.4116	-2.5427	-2.5427	-2.5427	0.324	-1.2313	1.0359	-0.6116	0.1174	-1.46
HCG4	54435	0.9247	-0.313	-0.6039	0.0597	0.2482	-0.1114	-0.8247	0.2904	-0.8761	1.2614
HCG4P6	80868	0.1557	-1.5913	-3.2272	1.7481	-0.1496	-0.533	-0.4193	-0.956	0.9213	0.271
